fused,gyro,mag
-0.005247,-2.106822,0.045834
-0.005475,-2.106849,-0.015283
-0.008401,-2.106877,-0.15037
-0.01097,-2.106905,-0.135501
-0.009861,-2.106933,0.045834
-0.008774,-2.106961,0.045834
-0.002429,-2.105597,0.241669
-0.001491,-2.105625,0.045834
0.000746,-2.107044,0.179917
0.001621,-2.107072,0.045834
0.001255,-2.1071,-0.015283
-0.001805,-2.107128,-0.15037
-0.003465,-2.108547,-0.015283
-0.00387,-2.109966,0.045834
-0.006827,-2.109994,-0.15037
-0.007165,-2.111413,0.045834
-0.006132,-2.111441,0.045834
-0.003756,-2.110078,0.045834
-0.004155,-2.111497,0.045834
-0.003183,-2.111525,0.045834
-0.00223,-2.111552,0.045834
0.002621,-2.11158,0.241669
0.002236,-2.111608,-0.015283
0.003377,-2.111636,0.060669
0.00434,-2.110273,-0.015283
0.005439,-2.110301,0.060669
0.00622,-2.110328,0.045834
0.008216,-2.110356,0.107387
0.009238,-2.110384,0.060669
0.009942,-2.110412,0.045834
0.010633,-2.11044,0.045834
0.01131,-2.110468,0.045834
0.011973,-2.110496,0.045834
0.012623,-2.110524,0.045834
0.007972,-2.111943,-0.15037
0.008702,-2.111971,0.045834
0.008195,-2.111999,-0.015283
0.008921,-2.112026,0.045834
0.009632,-2.112054,0.045834
0.010625,-2.112082,0.060669
0.012666,-2.110719,0.045834
0.008014,-2.112138,-0.15037
0.008743,-2.112166,0.045834
0.009458,-2.112194,0.045834
0.011521,-2.11083,0.045834
0.010817,-2.112249,0.045834
0.007566,-2.112277,-0.15037
0.008304,-2.112305,0.045834
0.005103,-2.112333,-0.15037
0.007254,-2.110969,0.045834
0.006635,-2.112388,0.045834
0.002104,-2.113807,-0.15037
0.002951,-2.113835,0.045834
0.003485,-2.113863,0.030998
-0.000983,-2.115282,-0.15037
-7.4e-05,-2.11531,0.045834
0.002181,-2.113947,0.045834
0.000441,-2.115366,-0.015283
0.003874,-2.116785,0.241669
0.004686,-2.116813,0.045834
0.00426,-2.116841,-0.015283
0.005064,-2.116868,0.045834
0.005852,-2.116896,0.045834
0.001337,-2.118315,-0.15037
0.002199,-2.118343,0.045834
0.003045,-2.118371,0.045834
0.005104,-2.118399,0.107387
0.007255,-2.117036,0.045834
0.004075,-2.117064,-0.15037
-0.00025,-2.117091,-0.210859
-0.00236,-2.117119,-0.104383
-0.002787,-2.118538,0.045834
-0.002909,-2.119957,0.060669
-0.000895,-2.118594,0.030998
1.3e-05,-2.118622,0.045834
-0.003022,-2.11865,-0.15037
-0.002703,-2.118678,0.014292
-0.005531,-2.120097,-0.074542
-0.008455,-2.120125,-0.15037
-0.01132,-2.120152,-0.15037
-0.010205,-2.12018,0.045834
-0.009111,-2.120208,0.045834
-0.008039,-2.120236,0.045834
-0.005758,-2.120264,0.107387
-0.004457,-2.120292,0.060669
-0.007402,-2.12032,-0.15037
-0.006365,-2.120348,0.045834
-0.003688,-2.118984,0.060669
-0.002725,-2.119012,0.045834
-0.003003,-2.11904,-0.015283
-0.004317,-2.117676,-0.135501
-0.003341,-2.117704,0.045834
-0.003749,-2.119123,0.045834
-0.001421,-2.11776,0.045834
-0.003064,-2.116396,-0.15037
-0.002113,-2.116424,0.045834
-0.003589,-2.116452,-0.074542
-0.002628,-2.11648,0.045834
-0.003049,-2.117899,0.045834
-0.002395,-2.117927,0.030998
-0.007043,-2.119346,-0.165253
-0.008599,-2.120765,-0.015283
-0.007537,-2.120793,0.045834
-0.005134,-2.11943,0.045834
-0.007471,-2.119457,-0.120632
-0.006432,-2.119485,0.045834
-0.009338,-2.119513,-0.15037
-0.009626,-2.120932,0.045834
-0.01217,-2.12096,-0.135501
-0.012401,-2.122379,0.045834
-0.0099,-2.121016,0.045834
-0.008813,-2.121044,0.045834
-0.007747,-2.121072,0.045834
-0.006703,-2.121099,0.045834
-0.001763,-2.121127,0.241669
-0.003399,-2.119764,-0.15037
-0.003805,-2.121183,0.045834
-0.002839,-2.121211,0.045834
0.000702,-2.119847,0.107387
-0.002347,-2.119875,-0.15037
-4.7e-05,-2.118512,0.045834
0.000843,-2.11854,0.045834
0.004269,-2.119959,0.241669
0.005073,-2.119987,0.045834
0.002234,-2.120014,-0.135501
-0.000845,-2.120042,-0.15037
6.1e-05,-2.12007,0.045834
0.000949,-2.120098,0.045834
0.00182,-2.120126,0.045834
8.7e-05,-2.121545,-0.015283
0.002338,-2.120182,0.045834
0.002884,-2.120209,0.030998
0.000386,-2.120237,-0.120632
0.001268,-2.120265,0.045834
0.002132,-2.120293,0.045834
-0.002155,-2.120321,-0.210859
-0.001081,-2.118958,-0.015283
-0.005458,-2.120377,-0.15037
-0.004459,-2.120404,0.045834
-0.00225,-2.120432,0.107387
-0.006449,-2.12046,-0.210859
-0.010421,-2.121879,-0.135501
-0.009026,-2.121907,0.060669
-0.007957,-2.121935,0.045834
-0.012196,-2.123354,-0.15037
-0.009831,-2.123382,0.107387
-0.008745,-2.12341,0.045834
-0.007681,-2.123438,0.045834
-0.008001,-2.124857,0.045834
-0.010876,-2.124885,-0.15037
-0.013693,-2.124913,-0.15037
-0.01509,-2.123549,-0.15037
-0.019484,-2.124968,-0.165253
-0.022129,-2.124996,-0.15037
-0.020797,-2.125024,0.045834
-0.023262,-2.123661,-0.210859
-0.021908,-2.123688,0.045834
-0.023286,-2.123716,-0.089459
-0.025855,-2.123744,-0.15037
-0.024152,-2.123772,0.060669
-0.022779,-2.1238,0.045834
-0.025359,-2.123828,-0.15037
-0.026548,-2.125247,-0.015283
-0.025127,-2.125275,0.045834
-0.02766,-2.125303,-0.15037
-0.029844,-2.125331,-0.135501
-0.024441,-2.125359,0.241669
-0.025623,-2.123995,-0.15037
-0.025739,-2.124023,-0.030077
-0.024335,-2.124051,0.045834
-0.02552,-2.122687,-0.15037
-0.023823,-2.122715,0.060669
-0.022457,-2.122743,0.045834
-0.021119,-2.122771,0.045834
-0.019807,-2.122799,0.045834
-0.023809,-2.124218,-0.15037
-0.025029,-2.125637,-0.015283
-0.023639,-2.125665,0.045834
-0.023641,-2.127084,0.045834
-0.022278,-2.127112,0.045834
-0.020943,-2.12714,0.045834
-0.022196,-2.125776,-0.15037
-0.019202,-2.124413,0.060669
-0.021853,-2.124441,-0.15037
-0.023232,-2.124469,-0.089459
-0.022945,-2.125888,0.060669
-0.026884,-2.127307,-0.15037
-0.026821,-2.128726,0.045834
-0.025098,-2.128754,0.060669
-0.028994,-2.130173,-0.15037
-0.031449,-2.130201,-0.15037
-0.029931,-2.130229,0.045834
-0.028443,-2.130256,0.045834
-0.030909,-2.130284,-0.15037
-0.030764,-2.131703,0.045834
-0.02926,-2.131731,0.045834
-0.029149,-2.13315,0.045834
-0.027676,-2.133178,0.045834
-0.02487,-2.131815,0.045834
-0.027407,-2.131843,-0.15037
-0.02597,-2.131871,0.045834
-0.023197,-2.130507,0.045834
-0.025768,-2.130535,-0.15037
-0.025727,-2.131954,0.045834
-0.026909,-2.133373,-0.015283
-0.029405,-2.133401,-0.15037
-0.030488,-2.132037,-0.15037
-0.029286,-2.132065,0.030998
-0.026447,-2.130702,0.045834
-0.025029,-2.13073,0.045834
-0.023639,-2.130758,0.045834
-0.020913,-2.129394,0.045834
-0.019606,-2.129422,0.045834
-0.018324,-2.12945,0.045834
-0.023719,-2.13226,-0.15037
-0.023719,-2.133679,0.045834
-0.024349,-2.135098,0.014292
-0.022973,-2.135126,0.045834
-0.021624,-2.135154,0.045834
-0.024226,-2.135182,-0.15037
-0.022852,-2.13521,0.045834
-0.021803,-2.135238,0.030998
-0.024401,-2.135266,-0.15037
-0.023024,-2.135294,0.045834
-0.021377,-2.135322,0.060669
-0.016144,-2.13535,0.241669
-0.014635,-2.135377,0.060669
-0.013453,-2.135405,0.045834
-0.012294,-2.135433,0.045834
-0.012522,-2.136852,0.045834
-0.011383,-2.13688,0.045834
-0.007671,-2.135517,0.107387
-0.009189,-2.134153,-0.15037
-0.01204,-2.134181,-0.15037
-0.016197,-2.1356,-0.15037
-0.019821,-2.135628,-0.19603
-0.018535,-2.135656,0.045834
-0.020902,-2.135684,-0.135501
-0.019594,-2.135712,0.045834
-0.019676,-2.137131,0.045834
-0.018393,-2.137159,0.045834
-0.019399,-2.135795,-0.135501
-0.016759,-2.134432,0.045834
-0.018095,-2.133068,-0.15037
-0.014886,-2.131705,0.075504
-0.018987,-2.133124,-0.15037
-0.017718,-2.133152,0.045834
-0.01511,-2.131788,0.045834
-0.013622,-2.131816,0.060669
-0.01246,-2.131844,0.045834
-0.011322,-2.131872,0.045834
-0.01413,-2.1319,-0.15037
-0.012958,-2.131927,0.045834
-0.011809,-2.131955,0.045834
-0.010684,-2.131983,0.045834
-0.013505,-2.132011,-0.15037
-0.016269,-2.132039,-0.15037
-0.018979,-2.132067,-0.15037
-0.018006,-2.132095,0.030998
-0.016757,-2.132123,0.045834
-0.015532,-2.132151,0.045834
-0.014036,-2.132179,0.060669
-0.014229,-2.133598,0.045834
-0.018343,-2.135017,-0.15037
-0.017086,-2.135045,0.045834
-0.015558,-2.135072,0.060669
-0.014358,-2.1351,0.045834
-0.013181,-2.135128,0.045834
-0.011732,-2.135156,0.060669
-0.015895,-2.136575,-0.15037
-0.018612,-2.136603,-0.15037
-0.019936,-2.138022,-0.015283
-0.018055,-2.13805,0.075504
-0.020728,-2.138078,-0.15037
-0.019424,-2.138106,0.045834
-0.018146,-2.138134,0.045834
-0.01553,-2.13677,0.045834
-0.018255,-2.136798,-0.15037
-0.01866,-2.138217,0.030998
-0.018761,-2.139636,0.045834
-0.022784,-2.141055,-0.15037
-0.016279,-2.141083,0.303851
-0.014923,-2.13972,-0.015283
-0.014957,-2.139748,-0.015283
-0.014991,-2.139776,-0.015283
-0.013802,-2.139803,0.045834
-0.011273,-2.13844,0.045834
-0.010158,-2.138468,0.045834
-0.010429,-2.139887,0.045834
-0.012037,-2.139915,-0.089459
-0.015128,-2.139943,-0.165253
-0.015159,-2.139971,-0.015283
-0.013966,-2.139998,0.045834
-0.012797,-2.140026,0.045834
-0.011652,-2.140054,0.045834
-0.01053,-2.140082,0.045834
-0.00943,-2.14011,0.045834
-0.008352,-2.140138,0.045834
-0.008659,-2.141557,0.045834
-0.007159,-2.140193,-0.000489
-0.005533,-2.140221,0.075504
-0.000912,-2.140249,0.226875
-0.001368,-2.141668,0.045834
-0.004375,-2.141696,-0.15037
-0.003695,-2.141724,0.030998
-0.002732,-2.141752,0.045834
-0.001788,-2.14178,0.045834
-0.005084,-2.141808,-0.165253
-0.008017,-2.141836,-0.15037
-0.006968,-2.141864,0.045834
-0.007302,-2.143283,0.045834
-0.006399,-2.144702,0.107387
-0.004151,-2.14473,0.107387
-0.002882,-2.144758,0.060669
-0.005859,-2.144785,-0.15037
-0.006216,-2.146204,0.045834
-0.010336,-2.146232,-0.210859
-0.012098,-2.144869,-0.165253
-0.011893,-2.144897,-0.000489
-0.010766,-2.144925,0.045834
-0.009661,-2.144953,0.045834
-0.007215,-2.143589,0.045834
-0.005885,-2.143617,0.060669
-0.002581,-2.142253,0.092504
-0.002566,-2.142281,-0.000489
-0.006759,-2.142309,-0.210859
-0.005735,-2.142337,0.045834
-0.009864,-2.142365,-0.210859
-0.012404,-2.142393,-0.135501
-0.009903,-2.141029,0.045834
-0.008816,-2.141057,0.045834
-0.011674,-2.141085,-0.15037
-0.012815,-2.139722,-0.135501
-0.010305,-2.138358,0.045834
-0.00921,-2.138386,0.045834
-0.008136,-2.138414,0.045834
-0.012218,-2.138442,-0.210859
-0.011084,-2.13847,0.045834
-0.011337,-2.139889,0.045834
-0.011584,-2.141308,0.045834
-0.010463,-2.141336,0.045834
-0.009364,-2.141364,0.045834
-0.009651,-2.142783,0.045834
-0.008569,-2.142811,0.045834
-0.007508,-2.142838,0.045834
-0.006468,-2.142866,0.045834
-0.005449,-2.142894,0.045834
-0.008375,-2.142922,-0.15037
-0.007318,-2.14295,0.045834
-0.005986,-2.142978,0.060669
-0.003613,-2.141614,0.045834
-0.002652,-2.141642,0.045834
-0.001709,-2.14167,0.045834
-0.003346,-2.140307,-0.15037
-0.00239,-2.140335,0.045834
-0.001453,-2.140363,0.045834
-0.001304,-2.141782,0.075504
-0.004313,-2.141809,-0.15037
-0.004701,-2.143229,0.045834
-0.003717,-2.143256,0.045834
-0.002457,-2.143284,0.060669
-0.005289,-2.141921,-0.210859
-0.005657,-2.14334,0.045834
-0.003423,-2.143368,0.107387
-0.002465,-2.143396,0.045834
-0.000163,-2.142032,0.045834
0.000729,-2.14206,0.045834
0.001901,-2.142088,0.060669
-0.002085,-2.142116,-0.19603
-0.005078,-2.142144,-0.15037
-0.008011,-2.142172,-0.15037
-0.008325,-2.143591,0.045834
-0.007269,-2.143619,0.045834
-0.011224,-2.145038,-0.135501
-0.012671,-2.143674,-0.15037
-0.015452,-2.143702,-0.15037
-0.016815,-2.142339,-0.15037
-0.015589,-2.142366,0.045834
-0.014388,-2.142394,0.045834
-0.014574,-2.143813,0.045834
-0.017317,-2.143841,-0.15037
-0.01485,-2.143869,0.107387
-0.014886,-2.143897,-0.015283
-0.01626,-2.142534,-0.15037
-0.014748,-2.142561,0.060669
-0.013564,-2.142589,0.045834
-0.01104,-2.141226,0.045834
-0.012193,-2.139862,-0.135501
-0.01106,-2.13989,0.045834
-0.013873,-2.139918,-0.15037
-0.015267,-2.138555,-0.15037
-0.017996,-2.138582,-0.15037
-0.016747,-2.13861,0.045834
-0.014159,-2.137247,0.045834
-0.015572,-2.138666,-0.015283
-0.014372,-2.138694,0.045834
-0.013195,-2.138722,0.045834
-0.012041,-2.13875,0.045834
-0.010911,-2.138777,0.045834
-0.013728,-2.138805,-0.15037
-0.0112,-2.137442,0.045834
-0.010087,-2.13747,0.045834
-0.007632,-2.136106,0.045834
-0.005359,-2.136134,0.107387
-0.008287,-2.136162,-0.15037
-0.008454,-2.13619,-0.015283
-0.006032,-2.134826,0.045834
-0.005022,-2.134854,0.045834
-0.004032,-2.134882,0.045834
-0.003062,-2.13491,0.045834
-0.006035,-2.134938,-0.15037
-0.006389,-2.136357,0.045834
-0.009296,-2.136385,-0.15037
-0.012144,-2.136413,-0.15037
-0.011012,-2.136441,0.045834
-0.009902,-2.136469,0.045834
-0.008815,-2.136497,0.045834
-0.011673,-2.136524,-0.15037
-0.010551,-2.136552,0.045834
-0.00945,-2.13658,0.045834
-0.008372,-2.136608,0.045834
-0.007315,-2.136636,0.045834
-0.010203,-2.136664,-0.15037
-0.010332,-2.136692,-0.015283
-0.007873,-2.135328,0.045834
-0.006826,-2.135356,0.045834
-0.004436,-2.133993,0.045834
-0.006044,-2.135412,-0.015283
-0.006256,-2.13544,-0.015283
-0.007827,-2.136859,-0.015283
-0.005418,-2.135495,0.045834
-0.00442,-2.135523,0.045834
-0.004665,-2.135551,-0.015283
-0.00897,-2.13697,-0.15037
-0.010461,-2.135607,-0.15037
-0.008132,-2.135634,0.107387
-0.011917,-2.135662,-0.19603
-0.012012,-2.13569,-0.015283
-0.010882,-2.135718,0.045834
-0.009775,-2.135746,0.045834
-0.00869,-2.135774,0.045834
-0.008849,-2.135802,-0.015283
-0.006419,-2.134438,0.045834
-0.005401,-2.134466,0.045834
-0.004404,-2.134494,0.045834
-0.003427,-2.134522,0.045834
-0.002469,-2.13455,0.045834
-0.00153,-2.134578,0.045834
-0.005897,-2.135997,-0.15037
-0.00489,-2.136025,0.045834
-0.004829,-2.136053,-0.000489
-0.006251,-2.136081,-0.074542
-0.005236,-2.136108,0.045834
-0.009376,-2.136136,-0.210859
-0.005618,-2.136164,0.179917
-0.004022,-2.136192,0.075504
-0.003053,-2.13622,0.045834
-0.004392,-2.137639,-0.000489
-0.004778,-2.139058,0.045834
-0.005016,-2.139086,-0.015283
-0.004026,-2.139114,0.045834
-0.00698,-2.139142,-0.15037
-0.004588,-2.137778,0.045834
-0.003606,-2.137806,0.045834
-0.002645,-2.137834,0.045834
-0.005627,-2.137862,-0.15037
-0.004625,-2.13789,0.045834
-0.003643,-2.137918,0.045834
-0.007671,-2.139337,-0.135501
-0.013125,-2.140756,-0.210859
-0.011973,-2.140784,0.045834
-0.012208,-2.142203,0.045834
-0.012297,-2.142231,-0.015283
-0.014788,-2.142259,-0.135501
-0.013603,-2.142287,0.045834
-0.013805,-2.143706,0.045834
-0.012639,-2.143734,0.045834
-0.015124,-2.143761,-0.135501
-0.017856,-2.143789,-0.15037
-0.01661,-2.143817,0.045834
-0.015388,-2.143845,0.045834
-0.018115,-2.143873,-0.15037
-0.020787,-2.143901,-0.15037
-0.019185,-2.143929,0.060669
-0.017912,-2.143957,0.045834
-0.017887,-2.143985,-0.015283
-0.015276,-2.142621,0.045834
-0.013785,-2.142649,0.060669
-0.01262,-2.142677,0.045834
-0.015402,-2.142705,-0.15037
-0.012841,-2.141341,0.045834
-0.011695,-2.141369,0.045834
-0.010704,-2.142788,0.107387
-0.010964,-2.144207,0.045834
-0.009855,-2.144235,0.045834
-0.010132,-2.145654,0.045834
-0.011626,-2.147073,-0.015283
-0.010504,-2.147101,0.045834
-0.010768,-2.14852,0.045834
-0.014797,-2.148548,-0.210859
-0.013744,-2.149967,0.107387
-0.015141,-2.148604,-0.15037
-0.013783,-2.150023,0.122263
-0.016245,-2.150051,-0.135501
-0.015031,-2.150079,0.045834
-0.013841,-2.150106,0.045834
-0.016896,-2.150134,-0.165253
-0.015801,-2.151553,0.107387
-0.014596,-2.151581,0.045834
-0.017338,-2.151609,-0.15037
-0.016102,-2.151637,0.045834
-0.018518,-2.151665,-0.135501
-0.022545,-2.153084,-0.15037
-0.021205,-2.153112,0.045834
-0.019892,-2.15314,0.045834
-0.018604,-2.153168,0.045834
-0.022333,-2.154587,-0.135501
-0.0207,-2.154615,0.060669
-0.016844,-2.156034,0.241669
-0.01684,-2.156062,-0.015283
-0.015613,-2.15609,0.045834
-0.015775,-2.157509,0.045834
-0.015934,-2.158928,0.045834
-0.018496,-2.157564,-0.210859
-0.017237,-2.157592,0.045834
-0.017225,-2.15762,-0.015283
-0.015991,-2.157648,0.045834
-0.018409,-2.157676,-0.135501
-0.015788,-2.156312,0.045834
-0.014582,-2.15634,0.045834
-0.014765,-2.157759,0.045834
-0.018868,-2.159178,-0.15037
-0.01746,-2.157815,-0.015283
-0.016221,-2.157843,0.045834
-0.015007,-2.157871,0.045834
-0.017742,-2.157898,-0.15037
-0.016498,-2.157926,0.045834
-0.015278,-2.157954,0.045834
-0.018007,-2.157982,-0.15037
-0.018121,-2.159401,0.045834
-0.015506,-2.158038,0.045834
-0.015529,-2.158066,-0.015283
-0.015692,-2.159485,0.045834
-0.015853,-2.160904,0.045834
-0.014646,-2.160932,0.045834
-0.017388,-2.160959,-0.15037
-0.016151,-2.160987,0.045834
-0.017499,-2.159624,-0.15037
-0.017623,-2.161043,0.045834
-0.016381,-2.161071,0.045834
-0.015164,-2.161099,0.045834
-0.017896,-2.161127,-0.15037
-0.021782,-2.161155,-0.210859
-0.024381,-2.161182,-0.15037
-0.023004,-2.16121,0.045834
-0.021655,-2.161238,0.045834
-0.020332,-2.161266,0.045834
-0.018739,-2.161294,0.060669
-0.022609,-2.161322,-0.210859
-0.021267,-2.16135,0.045834
-0.023877,-2.161378,-0.15037
-0.026434,-2.161406,-0.15037
-0.025016,-2.161433,0.045834
-0.023626,-2.161461,0.045834
-0.022123,-2.160098,-0.015283
-0.022155,-2.161517,0.045834
-0.022044,-2.161545,-0.015283
-0.020714,-2.161573,0.045834
-0.021674,-2.160209,-0.135501
-0.025485,-2.160237,-0.210859
-0.02801,-2.160265,-0.15037
-0.031694,-2.160293,-0.210859
-0.034095,-2.160321,-0.15037
-0.037657,-2.160349,-0.210859
-0.036015,-2.160377,0.045834
-0.030192,-2.160404,0.256463
-0.035648,-2.163215,-0.165253
-0.034046,-2.163243,0.045834
-0.032475,-2.163271,0.045834
-0.030936,-2.163299,0.045834
-0.033352,-2.163327,-0.15037
-0.031796,-2.163354,0.045834
-0.029677,-2.163382,0.075504
-0.028194,-2.16341,0.045834
-0.026873,-2.164829,0.107387
-0.02515,-2.164857,0.060669
-0.026021,-2.163494,-0.135501
-0.024611,-2.163522,0.045834
-0.027153,-2.163549,-0.15037
-0.02558,-2.162186,-0.015283
-0.024179,-2.162214,0.045834
-0.021575,-2.162242,0.107387
-0.020113,-2.160878,-0.015283
-0.018524,-2.160906,0.060669
-0.022552,-2.162325,-0.15037
-0.01998,-2.162353,0.107387
-0.018691,-2.162381,0.045834
-0.017428,-2.162409,0.045834
-0.01091,-2.161045,0.241669
-0.012363,-2.159682,-0.15037
-0.01259,-2.161101,0.045834
-0.015075,-2.161129,-0.135501
-0.017511,-2.161157,-0.135501
-0.016271,-2.161185,0.045834
-0.018981,-2.161212,-0.15037
-0.017712,-2.16124,0.045834
-0.016468,-2.161268,0.045834
-0.016613,-2.162687,0.045834
-0.015391,-2.162715,0.045834
-0.015557,-2.164134,0.045834
-0.014357,-2.164162,0.045834
-0.01318,-2.16419,0.045834
-0.012027,-2.164218,0.045834
-0.010897,-2.164246,0.045834
-0.00979,-2.164274,0.045834
-0.008705,-2.164302,0.045834
-0.010202,-2.162938,-0.15037
-0.010472,-2.164357,0.045834
-0.009373,-2.164385,0.045834
-0.01222,-2.164413,-0.15037
-0.009723,-2.163049,0.045834
-0.010902,-2.161686,-0.135501
-0.011158,-2.163105,0.045834
-0.010046,-2.163133,0.045834
-0.007592,-2.161769,0.045834
-0.006551,-2.161797,0.045834
-0.010818,-2.163216,-0.15037
-0.009712,-2.163244,0.045834
-0.008629,-2.163272,0.045834
-0.007567,-2.1633,0.045834
-0.006526,-2.163328,0.045834
-0.005803,-2.163356,0.030998
-0.008424,-2.163384,-0.135501
-0.007366,-2.163412,0.045834
-0.006329,-2.16344,0.045834
-0.006536,-2.163467,-0.015283
-0.006879,-2.164886,0.045834
-0.005852,-2.164914,0.045834
-0.004549,-2.164942,0.060669
-0.004932,-2.166361,0.045834
-0.003944,-2.166389,0.045834
-0.002679,-2.166417,0.060669
-0.007024,-2.167836,-0.15037
-0.008721,-2.170647,0.045834
-0.008999,-2.169283,-0.089459
-0.00793,-2.169311,0.045834
-0.006882,-2.169339,0.045834
-0.010076,-2.169367,-0.165253
-0.008844,-2.168003,-0.015283
-0.008845,-2.169422,0.060669
-0.011405,-2.16945,-0.135501
-0.012874,-2.170869,-0.015283
-0.010363,-2.169506,0.045834
-0.009267,-2.169534,0.045834
-0.008192,-2.169562,0.045834
-0.005775,-2.168198,0.045834
-0.005993,-2.168226,-0.015283
-0.006347,-2.169645,0.045834
-0.006553,-2.169673,-0.015283
-0.004169,-2.168309,0.045834
0.000721,-2.168337,0.241669
0.002827,-2.168365,0.107387
0.004726,-2.167002,0.030998
0.000234,-2.168421,-0.15037
0.000822,-2.168449,0.030998
-0.002229,-2.168477,-0.15037
-0.00522,-2.168504,-0.15037
-0.004226,-2.168532,0.045834
-0.003549,-2.16856,0.030998
-0.002588,-2.168588,0.045834
-0.000284,-2.167225,0.045834
-0.003313,-2.167253,-0.15037
-0.002357,-2.16728,0.045834
-0.002784,-2.1687,0.045834
-0.003202,-2.170119,0.045834
-0.002249,-2.170146,0.045834
-0.001314,-2.170174,0.045834
-0.002689,-2.171593,-0.000489
-0.000382,-2.17023,0.045834
0.000515,-2.170258,0.045834
-0.00253,-2.170286,-0.15037
-0.000997,-2.170314,0.075504
-8.7e-05,-2.170341,0.045834
0.000804,-2.170369,0.045834
0.000455,-2.170397,-0.015283
-0.002589,-2.170425,-0.15037
-0.001648,-2.170453,0.045834
-0.002089,-2.171872,0.045834
-0.002521,-2.173291,0.045834
0.002335,-2.173319,0.241669
0.003178,-2.173347,0.045834
8e-05,-2.173375,-0.15037
0.000671,-2.173403,0.030998
0.001547,-2.173431,0.045834
-0.001519,-2.173459,-0.15037
-0.001821,-2.173486,-0.015283
-0.002118,-2.173514,-0.015283
-0.001186,-2.173542,0.045834
-0.004197,-2.17357,-0.15037
-0.004446,-2.173598,-0.015283
-0.003171,-2.173626,0.060669
-0.007352,-2.173654,-0.210859
-0.004952,-2.17229,0.045834
-0.003964,-2.172318,0.045834
-0.002995,-2.172346,0.045834
-0.003112,-2.173765,0.060669
-0.001094,-2.172402,0.030998
0.001048,-2.17243,0.107387
-0.002007,-2.172457,-0.15037
-0.000484,-2.172485,0.075504
0.001778,-2.171122,0.045834
0.002632,-2.17115,0.045834
0.002105,-2.172569,0.045834
0.00282,-2.173988,0.107387
0.00395,-2.174016,0.060669
-0.000527,-2.175435,-0.15037
0.000373,-2.175463,0.045834
0.001255,-2.175491,0.045834
0.002119,-2.175519,0.045834
-0.002024,-2.176938,-0.135501
-0.002458,-2.178357,0.045834
-0.001652,-2.179776,0.107387
0.004431,-2.179804,0.303851
0.001308,-2.179832,-0.15037
0.000808,-2.181251,0.045834
0.001978,-2.181278,0.060669
0.001464,-2.182698,0.045834
-0.000262,-2.184117,-0.015283
0.000501,-2.185536,0.107387
0.00138,-2.185564,0.045834
-0.004256,-2.186983,-0.210859
-0.00205,-2.187011,0.107387
-0.00112,-2.187038,0.045834
-0.000208,-2.187066,0.045834
0.003413,-2.184312,0.045834
0.001673,-2.182948,-0.15037
-0.001241,-2.181585,-0.210859
-3e-05,-2.181612,0.060669
0.00086,-2.18164,0.045834
0.001732,-2.181668,0.045834
0.001364,-2.181696,-0.015283
-0.001698,-2.181724,-0.15037
0.000589,-2.180361,0.045834
0.000103,-2.18178,0.045834
0.000991,-2.181808,0.045834
0.002157,-2.181835,0.060669
-0.002284,-2.183254,-0.15037
-0.001349,-2.183282,0.045834
-0.003139,-2.18331,-0.089459
-0.006111,-2.183338,-0.15037
-0.006759,-2.184757,0.030998
-0.006031,-2.184785,0.030998
-0.006385,-2.186204,0.045834
-0.004004,-2.184841,0.045834
-0.003961,-2.184869,-0.000489
-0.00828,-2.186288,-0.15037
-0.008292,-2.187707,0.060669
-0.007237,-2.187735,0.045834
-0.005906,-2.187762,0.060669
-0.004602,-2.18779,0.060669
-0.00362,-2.187818,0.045834
-0.002658,-2.187846,0.045834
-0.003079,-2.189265,0.045834
-0.006052,-2.189293,-0.15037
-0.003678,-2.18793,0.045834
-0.008003,-2.189349,-0.15037
-0.006954,-2.189377,0.045834
-0.007147,-2.189404,-0.015283
-0.006115,-2.189432,0.045834
-0.002211,-2.188069,0.122263
-0.001278,-2.188097,0.045834
-0.000363,-2.188125,0.045834
-0.00339,-2.188153,-0.15037
-0.001069,-2.186789,0.045834
0.000908,-2.185426,0.030998
0.001921,-2.184062,-0.015283
0.002772,-2.18409,0.045834
-0.000319,-2.184118,-0.15037
-0.000786,-2.185537,0.045834
0.000119,-2.185565,0.045834
-0.000358,-2.186984,0.045834
-0.002022,-2.18562,-0.15037
-0.002455,-2.187039,0.045834
-0.001517,-2.187067,0.045834
-0.000597,-2.187095,0.045834
-0.00362,-2.187123,-0.15037
-0.002658,-2.187151,0.045834
-0.002938,-2.187179,-0.015283
-0.005914,-2.187207,-0.15037
-0.007467,-2.185843,-0.15037
-0.006428,-2.185871,0.045834
-0.00541,-2.185899,0.045834
-0.004412,-2.185927,0.045834
-0.008425,-2.187346,-0.135501
-0.011291,-2.187374,-0.15037
-0.010176,-2.187402,0.045834
-0.01015,-2.188821,0.060669
-0.014191,-2.188849,-0.210859
-0.018305,-2.190268,-0.15037
-0.020974,-2.190296,-0.15037
-0.019665,-2.190324,0.045834
-0.018086,-2.190351,0.060669
-0.016693,-2.188988,-0.015283
-0.01547,-2.189016,0.045834
-0.014271,-2.189044,0.045834
-0.014023,-2.189072,-0.000489
-0.01149,-2.187708,0.045834
-0.010371,-2.187736,0.045834
-0.013198,-2.187764,-0.15037
-0.015968,-2.187792,-0.15037
-0.01476,-2.18782,0.045834
